Transaction_Amount,Transaction_Type,Hour,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent,is_night,is_business_hours,high_velocity,new_account,Amount_Category,Transaction_Type_enc,Device_Used_enc,Location_enc,Payment_Method_enc
1056.11,Online Purchase,10,Tablet,Los Angeles,2,77,13,Credit Card,0,0,1,1,0,High,3,2,3,0
2524.1,Bill Payment,8,Desktop,Miami,4,48,11,Debit Card,0,0,0,0,0,High,2,0,4,1
3958.81,POS Payment,3,Mobile,Seattle,1,41,13,UPI,0,1,0,1,0,High,4,1,7,3
2388.84,Online Purchase,7,Tablet,Chicago,3,92,14,Debit Card,0,0,0,1,0,High,3,2,1,1
2701.15,Bill Payment,20,Tablet,Boston,2,3,5,Debit Card,0,0,0,0,1,High,2,2,0,1
1876.38,Online Purchase,17,Mobile,Chicago,2,42,13,UPI,0,0,1,1,0,High,3,1,1,3
1057.66,Bill Payment,9,Desktop,Chicago,3,81,9,Credit Card,0,0,1,0,0,High,2,0,1,0
474.04,POS Payment,18,Mobile,San Francisco,0,90,14,Credit Card,0,0,0,1,0,Low,4,1,6,0
384.25,Bank Transfer,16,Mobile,Houston,4,102,2,UPI,1,0,1,0,0,Low,1,1,2,3
929.78,Bill Payment,12,Unknown Device,San Francisco,1,107,1,Net Banking,0,0,1,0,0,Medium,2,4,6,2
4251.63,Online Purchase,9,Mobile,Miami,4,87,12,Credit Card,0,0,1,1,0,High,3,1,4,0
1086.64,ATM Withdrawal,12,Unknown,Houston,4,119,14,Unknown,0,0,1,1,0,High,0,3,2,4
1777.32,ATM Withdrawal,13,Unknown Device,New York,3,24,4,Net Banking,0,0,1,0,1,High,0,4,5,2
2865.89,POS Payment,6,Tablet,Miami,4,103,12,Debit Card,0,0,0,1,0,High,4,2,4,1
2524.1,Bank Transfer,21,Mobile,Los Angeles,2,94,12,Debit Card,0,0,0,1,0,High,1,1,3,1
3330.77,ATM Withdrawal,0,Tablet,Miami,0,79,11,Credit Card,0,1,0,0,0,High,0,2,4,0
975.6,ATM Withdrawal,16,Desktop,Chicago,2,65,3,Credit Card,0,0,1,0,0,Medium,0,0,1,0
2622.62,Bill Payment,21,Tablet,Boston,0,60,5,Net Banking,0,0,0,0,0,High,2,2,0,2
3839.91,Bank Transfer,4,Tablet,San Francisco,2,24,11,UPI,0,1,0,0,1,High,1,2,6,3
1940.6,ATM Withdrawal,3,Desktop,Houston,4,7,7,Debit Card,0,1,0,0,1,High,0,0,2,1
2524.1,Bank Transfer,8,Desktop,Houston,0,5,12,Debit Card,0,0,0,1,1,High,1,0,2,1
2891.86,Bill Payment,16,Mobile,Unknown,4,6,12,Credit Card,0,0,1,1,1,High,2,1,8,0
3375.76,Bank Transfer,21,Tablet,Miami,3,32,6,Net Banking,0,0,0,0,0,High,1,2,4,2
2298.14,Bill Payment,15,Mobile,Unknown,1,29,7,Net Banking,0,0,1,0,1,High,2,1,8,2
4289.96,POS Payment,12,Desktop,Los Angeles,0,48,8,Debit Card,0,0,1,0,0,High,4,0,3,1
2260.18,Bank Transfer,14,Mobile,New York,2,17,3,Debit Card,0,0,1,0,1,High,1,1,5,1
4711.69,Bank Transfer,14,Unknown,New York,2,90,10,UPI,0,0,1,0,0,High,1,3,5,3
1540.92,ATM Withdrawal,14,Tablet,Unknown,4,64,11,UPI,0,0,1,0,0,High,0,2,8,3
49997.8,POS Payment,1,Mobile,New York,3,114,12,Credit Card,0,1,0,1,0,Very High,4,1,5,0
3198.57,Bank Transfer,7,Tablet,Seattle,0,58,7,UPI,0,0,0,0,0,High,1,2,7,3
3996.28,ATM Withdrawal,22,Desktop,Boston,2,23,12,Net Banking,0,1,0,1,1,High,0,0,0,2
193.32,ATM Withdrawal,23,Mobile,Los Angeles,1,73,12,Net Banking,0,1,0,1,0,Low,0,1,3,2
1390.01,Bill Payment,6,Mobile,San Francisco,1,74,13,Debit Card,0,0,0,1,0,High,2,1,6,1
4236.16,ATM Withdrawal,8,Mobile,Boston,1,103,2,Credit Card,0,0,0,0,0,High,0,1,0,0
1595.08,Online Purchase,12,Mobile,Boston,3,98,1,UPI,0,0,1,0,0,High,3,1,0,3
3564.71,Bill Payment,12,Desktop,Unknown,1,93,1,Credit Card,0,0,1,0,0,High,2,0,8,0
4960.98,Bill Payment,17,Desktop,New York,3,23,4,Credit Card,0,0,1,0,1,High,2,0,5,0
889.96,Bill Payment,7,Tablet,New York,3,31,10,Net Banking,0,0,0,0,0,Medium,2,2,5,2
2524.1,POS Payment,0,Mobile,New York,0,60,12,Debit Card,0,1,0,1,0,High,4,1,5,1
829.81,Bank Transfer,17,Tablet,Seattle,4,94,14,UPI,0,0,1,1,0,Medium,1,2,7,3
49997.8,ATM Withdrawal,12,Desktop,Seattle,4,31,5,Net Banking,0,0,1,0,0,Very High,0,0,7,2
3167.05,ATM Withdrawal,20,Mobile,Boston,0,29,3,UPI,0,0,0,0,1,High,0,1,0,3
960.92,Bank Transfer,10,Mobile,Chicago,4,16,4,Net Banking,0,0,1,0,1,Medium,1,1,1,2
2415.86,Bill Payment,10,Mobile,Houston,2,39,12,Credit Card,1,0,1,1,0,High,2,1,2,0
4889.82,Bill Payment,12,Desktop,Seattle,4,70,6,Debit Card,0,0,1,0,0,High,2,0,7,1
1668.98,Online Purchase,15,Tablet,Seattle,3,16,13,Credit Card,0,0,1,1,1,High,3,2,7,0
4368.78,Online Purchase,5,Mobile,San Francisco,4,25,6,Credit Card,0,1,0,0,1,High,3,1,6,0
1984.84,ATM Withdrawal,20,Mobile,Boston,4,97,14,Unknown,0,0,0,1,0,High,0,1,0,4
1318.01,Bill Payment,21,Tablet,Los Angeles,1,57,11,Debit Card,0,0,0,0,0,High,2,2,3,1
1684.58,POS Payment,15,Tablet,Houston,0,1,1,Credit Card,0,0,1,0,1,High,4,2,2,0
2524.1,Bank Transfer,23,Unknown,Chicago,2,68,14,Credit Card,0,1,0,1,0,High,1,3,1,0
3396.53,Bill Payment,21,Tablet,Los Angeles,3,80,2,UPI,0,0,0,0,0,High,2,2,3,3
2547.55,ATM Withdrawal,12,Tablet,Boston,3,26,14,UPI,0,0,1,1,1,High,0,2,0,3
3071.08,Bank Transfer,21,Mobile,Unknown,1,95,5,Net Banking,0,0,0,0,0,High,1,1,8,2
1518.95,ATM Withdrawal,2,Tablet,Houston,3,115,9,Debit Card,0,1,0,0,0,High,0,2,2,1
3269.06,ATM Withdrawal,10,Tablet,Houston,3,20,10,Net Banking,0,0,1,0,1,High,0,2,2,2
2524.1,Bank Transfer,22,Mobile,New York,1,99,14,Credit Card,0,1,0,1,0,High,1,1,5,0
3264.1,Online Purchase,12,Unknown,Miami,0,99,8,Debit Card,0,0,1,0,0,High,3,3,4,1
410.29,POS Payment,12,Tablet,Miami,3,28,3,Credit Card,1,0,1,0,1,Low,4,2,4,0
2004.36,ATM Withdrawal,0,Tablet,San Francisco,0,82,5,Debit Card,0,1,0,0,0,High,0,2,6,1
3050.72,Bill Payment,20,Mobile,Los Angeles,4,62,2,UPI,0,0,0,0,0,High,2,1,3,3
4277.31,POS Payment,2,Tablet,Los Angeles,4,10,4,Debit Card,0,1,0,0,1,High,4,2,3,1
4063.01,Bill Payment,23,Desktop,Unknown,2,63,11,Unknown,0,1,0,0,0,High,2,0,8,4
2637.12,ATM Withdrawal,13,Desktop,Seattle,2,1,4,UPI,0,0,1,0,1,High,0,0,7,3
4417.44,Online Purchase,21,Mobile,New York,4,76,9,Debit Card,0,0,0,0,0,High,3,1,5,1
2531.99,ATM Withdrawal,13,Tablet,Houston,1,44,3,Debit Card,0,0,1,0,0,High,0,2,2,1
2588.25,ATM Withdrawal,2,Desktop,Seattle,1,41,7,Unknown,0,1,0,0,0,High,0,0,7,4
3604.17,Bill Payment,4,Mobile,Chicago,4,23,6,Credit Card,0,1,0,0,1,High,2,1,1,0
4389.52,Online Purchase,21,Desktop,Miami,2,98,7,UPI,0,0,0,0,0,High,3,0,4,3
3015.57,Bank Transfer,1,Mobile,Chicago,2,66,3,UPI,0,1,0,0,0,High,1,1,1,3
4721.24,Online Purchase,1,Desktop,New York,1,119,4,UPI,1,1,0,0,0,High,3,0,5,3
1166.77,Bill Payment,16,Desktop,Seattle,2,107,6,Credit Card,1,0,1,0,0,High,2,0,7,0
4621.93,ATM Withdrawal,8,Desktop,Los Angeles,3,45,13,Credit Card,0,0,0,1,0,High,0,0,3,0
1112.16,Bank Transfer,14,Unknown,Houston,0,59,10,Debit Card,0,0,1,0,0,High,1,3,2,1
2524.1,POS Payment,9,Tablet,San Francisco,4,104,14,Net Banking,0,0,1,1,0,High,4,2,6,2
3981.18,Online Purchase,7,Mobile,Boston,1,90,5,Unknown,0,0,0,0,0,High,3,1,0,4
2524.1,Bill Payment,3,Mobile,Miami,3,113,4,Debit Card,1,1,0,0,0,High,2,1,4,1
1394.41,POS Payment,22,Tablet,San Francisco,1,63,3,Credit Card,0,1,0,0,0,High,4,2,6,0
4929.55,Bill Payment,12,Tablet,Boston,1,10,10,Unknown,0,0,1,0,1,High,2,2,0,4
407.61,Online Purchase,14,Desktop,Seattle,4,35,1,Debit Card,0,0,1,0,0,Low,3,0,7,1
178.74,ATM Withdrawal,10,Desktop,Boston,3,44,6,Credit Card,0,0,1,0,0,Low,0,0,0,0
4208.44,ATM Withdrawal,3,Mobile,Houston,4,48,4,Credit Card,0,1,0,0,0,High,0,1,2,0
4096,Bill Payment,7,Desktop,Unknown,3,76,14,Net Banking,0,0,0,1,0,High,2,0,8,2
3565.52,POS Payment,10,Mobile,Seattle,3,84,5,Unknown,0,0,1,0,0,High,4,1,7,4
4254.62,ATM Withdrawal,19,Desktop,Chicago,1,31,8,UPI,0,0,0,0,0,High,0,0,1,3
692.11,Online Purchase,9,Unknown Device,Miami,1,62,12,Credit Card,0,0,1,1,0,Medium,3,4,4,0
482.96,Bill Payment,1,Mobile,Boston,4,15,6,Debit Card,0,1,0,0,1,Low,2,1,0,1
4847.17,POS Payment,10,Tablet,New York,1,104,10,Credit Card,0,0,1,0,0,High,4,2,5,0
3123.07,POS Payment,12,Mobile,New York,0,92,5,Credit Card,0,0,1,0,0,High,4,1,5,0
4599.63,Bank Transfer,12,Mobile,Miami,2,88,10,Credit Card,0,0,1,0,0,High,1,1,4,0
4532.68,ATM Withdrawal,9,Desktop,Chicago,4,40,11,Net Banking,0,0,1,0,0,High,0,0,1,2
3267.43,Bank Transfer,5,Tablet,Unknown,3,5,6,Credit Card,0,1,0,0,1,High,1,2,8,0
2524.1,POS Payment,12,Mobile,Chicago,3,71,9,UPI,0,0,1,0,0,High,4,1,1,3
1802.93,Bank Transfer,5,Tablet,New York,3,89,8,Debit Card,0,1,0,0,0,High,1,2,5,1
749.8,ATM Withdrawal,21,Desktop,New York,2,30,8,Debit Card,0,0,0,0,0,Medium,0,0,5,1
2524.1,ATM Withdrawal,9,Desktop,Houston,0,89,7,Net Banking,0,0,1,0,0,High,0,0,2,2
4090.21,Bank Transfer,12,Mobile,Miami,0,39,2,Credit Card,0,0,1,0,0,High,1,1,4,0
2725.4,ATM Withdrawal,11,Unknown Device,Los Angeles,3,90,5,Debit Card,0,0,1,0,0,High,0,4,3,1
259.09,POS Payment,0,Desktop,Seattle,2,18,8,UPI,0,1,0,0,1,Low,4,0,7,3
728.86,Bill Payment,1,Tablet,Chicago,4,7,14,Debit Card,0,1,0,1,1,Medium,2,2,1,1
514.29,Bank Transfer,11,Desktop,Chicago,2,81,7,Debit Card,0,0,1,0,0,Medium,1,0,1,1
3290.87,Online Purchase,7,Tablet,Boston,0,4,7,Net Banking,0,0,0,0,1,High,3,2,0,2
2826.12,ATM Withdrawal,19,Desktop,San Francisco,3,85,4,Credit Card,0,0,0,0,0,High,0,0,6,0
2335.17,Online Purchase,6,Desktop,New York,1,15,9,Unknown,0,0,0,0,1,High,3,0,5,4
2719.33,Bank Transfer,0,Unknown,Los Angeles,3,71,4,Net Banking,0,1,0,0,0,High,1,3,3,2
1383.39,Bank Transfer,3,Tablet,Boston,2,69,5,Debit Card,1,1,0,0,0,High,1,2,0,1
4024.61,Online Purchase,20,Tablet,Chicago,0,96,3,Debit Card,0,0,0,0,0,High,3,2,1,1
1646.08,POS Payment,22,Tablet,Boston,0,37,14,Debit Card,0,1,0,1,0,High,4,2,0,1
3223.28,Bill Payment,6,Mobile,Houston,2,87,5,Unknown,0,0,0,0,0,High,2,1,2,4
1957.42,ATM Withdrawal,12,Mobile,Los Angeles,4,27,8,Credit Card,0,0,1,0,1,High,0,1,3,0
365.47,ATM Withdrawal,15,Tablet,San Francisco,0,52,12,Credit Card,0,0,1,1,0,Low,0,2,6,0
1288.47,Bank Transfer,13,Unknown Device,Los Angeles,1,119,9,Unknown,0,0,1,0,0,High,1,4,3,4
4825.67,Online Purchase,21,Desktop,San Francisco,0,98,4,Debit Card,0,0,0,0,0,High,3,0,6,1
956.73,Bill Payment,11,Mobile,Seattle,2,47,1,Debit Card,0,0,1,0,0,Medium,2,1,7,1
529.12,ATM Withdrawal,2,Mobile,Seattle,1,37,12,Debit Card,0,1,0,1,0,Medium,0,1,7,1
1459.31,Online Purchase,2,Desktop,Los Angeles,4,32,12,Net Banking,1,1,0,1,0,High,3,0,3,2
4390.24,Bank Transfer,19,Desktop,Miami,0,60,3,Debit Card,0,0,0,0,0,High,1,0,4,1
49997.8,Bill Payment,4,Mobile,Miami,2,37,14,Credit Card,0,1,0,1,0,Very High,2,1,4,0
2089.81,Bank Transfer,8,Mobile,Boston,0,83,4,Debit Card,0,0,0,0,0,High,1,1,0,1
1553.83,Online Purchase,7,Tablet,Miami,1,25,2,Unknown,0,0,0,0,1,High,3,2,4,4
4944.92,Bank Transfer,16,Desktop,New York,1,94,2,UPI,0,0,1,0,0,High,1,0,5,3
4999.38,ATM Withdrawal,23,Tablet,Seattle,2,24,12,Debit Card,0,1,0,1,1,High,0,2,7,1
2416.45,Bank Transfer,6,Desktop,Unknown,1,68,6,Credit Card,0,0,0,0,0,High,1,0,8,0
3925.2,POS Payment,12,Unknown,New York,1,40,5,Net Banking,0,0,1,0,0,High,4,3,5,2
1104.2,POS Payment,5,Desktop,Miami,4,73,11,UPI,0,1,0,0,0,High,4,0,4,3
1874.6,POS Payment,12,Tablet,Seattle,2,25,8,UPI,0,0,1,0,1,High,4,2,7,3
3398.3,ATM Withdrawal,14,Unknown,Seattle,3,6,8,UPI,0,0,1,0,1,High,0,3,7,3
1435.21,Bank Transfer,10,Mobile,San Francisco,4,35,13,UPI,0,0,1,1,0,High,1,1,6,3
1127.37,ATM Withdrawal,21,Desktop,Seattle,1,63,11,Debit Card,0,0,0,0,0,High,0,0,7,1
4611.58,POS Payment,21,Mobile,New York,4,95,14,Net Banking,0,0,0,1,0,High,4,1,5,2
1225.27,Bill Payment,1,Tablet,Chicago,3,93,2,UPI,0,1,0,0,0,High,2,2,1,3
301.09,POS Payment,10,Tablet,Seattle,2,22,5,Debit Card,0,0,1,0,1,Low,4,2,7,1
3756.68,Online Purchase,21,Desktop,Boston,1,83,13,UPI,0,0,0,1,0,High,3,0,0,3
1220.13,Bill Payment,8,Tablet,San Francisco,2,24,8,Credit Card,0,0,0,0,1,High,2,2,6,0
2253.67,POS Payment,23,Desktop,Chicago,2,53,9,Debit Card,1,1,0,0,0,High,4,0,1,1
562.23,Bank Transfer,22,Mobile,Los Angeles,3,63,8,Net Banking,0,1,0,0,0,Medium,1,1,3,2
2524.1,Bill Payment,12,Unknown,Houston,3,36,9,UPI,0,0,1,0,0,High,2,3,2,3
2304.93,ATM Withdrawal,13,Tablet,Boston,2,5,1,Unknown,0,0,1,0,1,High,0,2,0,4
49997.8,Bill Payment,8,Mobile,Chicago,1,9,14,Credit Card,0,0,0,1,1,Very High,2,1,1,0
2532.1,Bank Transfer,6,Tablet,New York,2,59,6,Credit Card,0,0,0,0,0,High,1,2,5,0
4829.09,ATM Withdrawal,1,Tablet,Seattle,4,76,7,Credit Card,0,1,0,0,0,High,0,2,7,0
2039.9,POS Payment,2,Tablet,Boston,3,102,7,Credit Card,0,1,0,0,0,High,4,2,0,0
3015.27,Bank Transfer,8,Mobile,Boston,0,91,10,Net Banking,0,0,0,0,0,High,1,1,0,2
492.49,Bill Payment,16,Mobile,Chicago,0,111,7,UPI,1,0,1,0,0,Low,2,1,1,3
4430.16,Online Purchase,9,Desktop,Boston,2,43,10,Credit Card,0,0,1,0,0,High,3,0,0,0
4030.28,Bill Payment,13,Unknown,San Francisco,3,19,14,Unknown,0,0,1,1,1,High,2,3,6,4
2614.42,ATM Withdrawal,13,Tablet,New York,2,10,14,UPI,0,0,1,1,1,High,0,2,5,3
920.97,POS Payment,0,Mobile,Miami,0,103,13,Debit Card,0,1,0,1,0,Medium,4,1,4,1
2132.62,Bill Payment,11,Desktop,Unknown,2,49,5,Net Banking,0,0,1,0,0,High,2,0,8,2
1490.43,Bank Transfer,2,Mobile,Chicago,1,49,5,Net Banking,0,1,0,0,0,High,1,1,1,2
4972.61,POS Payment,17,Mobile,Seattle,1,101,6,Credit Card,0,0,1,0,0,High,4,1,7,0
2456.74,Bank Transfer,6,Mobile,Los Angeles,0,2,9,Net Banking,0,0,0,0,1,High,1,1,3,2
2114.05,Bill Payment,12,Desktop,Houston,1,111,3,Credit Card,0,0,1,0,0,High,2,0,2,0
849.45,Online Purchase,6,Tablet,Houston,3,51,5,Debit Card,0,0,0,0,0,Medium,3,2,2,1
1199.35,Bill Payment,2,Tablet,Unknown,4,6,8,Credit Card,0,1,0,0,1,High,2,2,8,0
3559.38,Bank Transfer,12,Mobile,New York,1,88,3,UPI,0,0,1,0,0,High,1,1,5,3
2676.87,Bank Transfer,6,Desktop,Boston,3,7,14,UPI,0,0,0,1,1,High,1,0,0,3
1793.37,Bank Transfer,14,Tablet,Los Angeles,4,6,1,UPI,0,0,1,0,1,High,1,2,3,3
1488.58,Online Purchase,22,Tablet,Miami,3,30,1,Net Banking,0,1,0,0,0,High,3,2,4,2
49997.8,Online Purchase,23,Mobile,San Francisco,0,56,10,Net Banking,0,1,0,0,0,Very High,3,1,6,2
174.32,Bill Payment,12,Tablet,New York,2,26,7,Net Banking,0,0,1,0,1,Low,2,2,5,2
4885.86,Bank Transfer,0,Unknown Device,Chicago,4,87,13,Credit Card,1,1,0,1,0,High,1,4,1,0
3766.79,POS Payment,22,Tablet,Boston,1,110,11,Unknown,0,1,0,0,0,High,4,2,0,4
4639.71,POS Payment,3,Mobile,Unknown,3,23,3,UPI,0,1,0,0,1,High,4,1,8,3
2065.69,Bill Payment,10,Mobile,Boston,1,104,11,Unknown,0,0,1,0,0,High,2,1,0,4
4347.57,POS Payment,9,Unknown,Seattle,3,97,9,UPI,0,0,1,0,0,High,4,3,7,3
1284.97,Bill Payment,12,Tablet,Houston,1,74,11,UPI,0,0,1,0,0,High,2,2,2,3
2551.62,Bill Payment,22,Desktop,Seattle,4,71,11,Credit Card,0,1,0,0,0,High,2,0,7,0
1016.38,ATM Withdrawal,10,Unknown Device,Houston,0,28,13,Net Banking,0,0,1,1,1,High,0,4,2,2
3852.83,Bill Payment,12,Mobile,Houston,3,78,13,Debit Card,0,0,1,1,0,High,2,1,2,1
2490.52,Bill Payment,22,Desktop,Los Angeles,1,14,11,Credit Card,0,1,0,0,1,High,2,0,3,0
2683.68,Online Purchase,2,Desktop,Houston,0,79,10,Net Banking,0,1,0,0,0,High,3,0,2,2
4297.98,ATM Withdrawal,13,Mobile,Boston,4,61,11,UPI,0,0,1,0,0,High,0,1,0,3
3697.39,Bank Transfer,22,Mobile,New York,1,85,9,Unknown,0,1,0,0,0,High,1,1,5,4
4831.5,POS Payment,13,Desktop,Boston,4,49,14,Debit Card,0,0,1,1,0,High,4,0,0,1
2524.1,Bill Payment,20,Mobile,Los Angeles,2,98,7,UPI,0,0,0,0,0,High,2,1,3,3
2309.97,Bill Payment,15,Tablet,New York,4,111,14,Debit Card,0,0,1,1,0,High,2,2,5,1
3078.62,Bank Transfer,12,Mobile,Boston,4,49,7,Net Banking,0,0,1,0,0,High,1,1,0,2
2269.3,Bill Payment,12,Unknown Device,Chicago,2,82,8,Net Banking,0,0,1,0,0,High,2,4,1,2
2100.98,Online Purchase,13,Desktop,Seattle,2,42,6,Credit Card,0,0,1,0,0,High,3,0,7,0
1706.16,POS Payment,17,Tablet,Miami,0,11,13,Unknown,0,0,1,1,1,High,4,2,4,4
4160.26,Bill Payment,15,Desktop,Los Angeles,3,12,9,Credit Card,0,0,1,0,1,High,2,0,3,0
2669.78,ATM Withdrawal,6,Desktop,Los Angeles,2,49,7,Net Banking,0,0,0,0,0,High,0,0,3,2
3038.98,ATM Withdrawal,2,Unknown,San Francisco,2,28,2,Net Banking,0,1,0,0,1,High,0,3,6,2
1024.36,Bank Transfer,2,Tablet,Unknown,0,85,9,Debit Card,0,1,0,0,0,High,1,2,8,1
1262.62,ATM Withdrawal,4,Desktop,Boston,2,41,5,Credit Card,0,1,0,0,0,High,0,0,0,0
1702.27,Bank Transfer,4,Mobile,Los Angeles,4,67,9,Net Banking,0,1,0,0,0,High,1,1,3,2
2329.52,Bill Payment,12,Tablet,New York,0,96,3,Debit Card,0,0,1,0,0,High,2,2,5,1
224.42,ATM Withdrawal,17,Desktop,Houston,2,4,6,Debit Card,0,0,1,0,1,Low,0,0,2,1
4442.51,Online Purchase,22,Mobile,New York,3,3,13,Net Banking,0,1,0,1,1,High,3,1,5,2
4519.04,Bank Transfer,7,Mobile,New York,0,83,6,Unknown,0,0,0,0,0,High,1,1,5,4
3310.09,ATM Withdrawal,1,Unknown,Miami,2,56,13,Debit Card,0,1,0,1,0,High,0,3,4,1
1583.68,POS Payment,3,Unknown Device,Chicago,3,104,10,Net Banking,0,1,0,0,0,High,4,4,1,2
1929.66,Online Purchase,21,Mobile,New York,4,35,7,Credit Card,0,0,0,0,0,High,3,1,5,0
3671.58,Online Purchase,0,Desktop,New York,4,94,10,UPI,0,1,0,0,0,High,3,0,5,3
1435.02,Bank Transfer,17,Mobile,Boston,2,76,6,Net Banking,0,0,1,0,0,High,1,1,0,2
3046.55,ATM Withdrawal,6,Mobile,Houston,0,58,14,Unknown,0,0,0,1,0,High,0,1,2,4
4531.82,POS Payment,8,Mobile,Miami,3,83,5,Credit Card,0,0,0,0,0,High,4,1,4,0
2524.1,ATM Withdrawal,12,Tablet,Los Angeles,3,37,1,UPI,0,0,1,0,0,High,0,2,3,3
2937.31,ATM Withdrawal,20,Tablet,Boston,0,82,4,UPI,0,0,0,0,0,High,0,2,0,3
4643.31,ATM Withdrawal,19,Unknown,Miami,2,102,8,Credit Card,0,0,0,0,0,High,0,3,4,0
1706.2,Bank Transfer,9,Tablet,Miami,0,97,12,Credit Card,0,0,1,1,0,High,1,2,4,0
3799.4,Bank Transfer,16,Desktop,Boston,4,2,14,Debit Card,0,0,1,1,1,High,1,0,0,1
3776.83,Bank Transfer,18,Tablet,Miami,3,74,3,Debit Card,0,0,0,0,0,High,1,2,4,1
4642.83,ATM Withdrawal,1,Tablet,New York,0,19,5,Credit Card,0,1,0,0,1,High,0,2,5,0
4293.65,ATM Withdrawal,12,Unknown,Miami,4,4,11,UPI,0,0,1,0,1,High,0,3,4,3
3745.4,POS Payment,12,Tablet,San Francisco,4,38,1,Credit Card,0,0,1,0,0,High,4,2,6,0
3184.39,Online Purchase,11,Tablet,Miami,2,70,2,UPI,0,0,1,0,0,High,3,2,4,3
1209.74,Online Purchase,4,Desktop,Unknown,2,116,1,Debit Card,0,1,0,0,0,High,3,0,8,1
3354.89,ATM Withdrawal,12,Mobile,San Francisco,3,46,11,Credit Card,0,0,1,0,0,High,0,1,6,0
1385.84,Online Purchase,6,Desktop,Miami,0,98,5,Credit Card,0,0,0,0,0,High,3,0,4,0
2202.9,ATM Withdrawal,5,Desktop,Houston,0,59,13,Credit Card,0,1,0,1,0,High,0,0,2,0
3549.94,Bill Payment,12,Tablet,New York,2,77,14,Net Banking,0,0,1,1,0,High,2,2,5,2
3376.1,Online Purchase,9,Tablet,Chicago,2,111,12,UPI,0,0,1,1,0,High,3,2,1,3
2524.1,Bank Transfer,9,Tablet,Los Angeles,0,93,6,Net Banking,0,0,1,0,0,High,1,2,3,2
917.47,Bank Transfer,3,Desktop,San Francisco,0,71,7,Credit Card,0,1,0,0,0,Medium,1,0,6,0
2423.29,Bank Transfer,11,Mobile,Boston,3,4,8,Unknown,0,0,1,0,1,High,1,1,0,4
1353.51,Bill Payment,20,Desktop,Chicago,0,68,3,Credit Card,1,0,0,0,0,High,2,0,1,0
1280.9,Bank Transfer,12,Desktop,Unknown,4,19,4,Debit Card,0,0,1,0,1,High,1,0,8,1
1637.33,Bill Payment,18,Mobile,Houston,2,86,6,Debit Card,0,0,0,0,0,High,2,1,2,1
3532.66,ATM Withdrawal,20,Desktop,Los Angeles,2,76,14,Credit Card,0,0,0,1,0,High,0,0,3,0
2488.94,POS Payment,6,Mobile,Houston,3,61,12,Credit Card,0,0,0,1,0,High,4,1,2,0
1868.99,Bill Payment,12,Mobile,Unknown,3,7,6,Debit Card,0,0,1,0,1,High,2,1,8,1
4503.47,Bank Transfer,9,Mobile,San Francisco,4,70,13,UPI,0,0,1,1,0,High,1,1,6,3
3535.37,Bank Transfer,23,Mobile,Los Angeles,4,87,12,Net Banking,0,1,0,1,0,High,1,1,3,2
2475.79,Bill Payment,5,Tablet,Boston,4,49,6,Net Banking,0,1,0,0,0,High,2,2,0,2
2109.34,Online Purchase,3,Tablet,Unknown,3,97,2,UPI,0,1,0,0,0,High,3,2,8,3
4095.39,Bank Transfer,23,Mobile,San Francisco,1,23,14,Debit Card,0,1,0,1,1,High,1,1,6,1
868.76,Online Purchase,13,Mobile,Los Angeles,4,103,2,Unknown,0,0,1,0,0,Medium,3,1,3,4
3322.45,Online Purchase,7,Mobile,New York,0,117,10,Credit Card,0,0,0,0,0,High,3,1,5,0
109.97,POS Payment,16,Mobile,Seattle,1,74,5,Debit Card,0,0,1,0,0,Low,4,1,7,1
39.77,POS Payment,12,Tablet,Miami,4,62,7,Credit Card,0,0,1,0,0,Very Low,4,2,4,0
4659.26,POS Payment,21,Mobile,Miami,3,48,1,UPI,0,0,0,0,0,High,4,1,4,3
2524.1,ATM Withdrawal,18,Desktop,Houston,4,30,8,Debit Card,0,0,0,0,0,High,0,0,2,1
1579.01,Bill Payment,17,Mobile,Chicago,0,17,14,Unknown,0,0,1,1,1,High,2,1,1,4
3974.51,Online Purchase,5,Tablet,New York,1,34,10,Credit Card,0,1,0,0,0,High,3,2,5,0
4924.22,Bank Transfer,17,Desktop,San Francisco,0,106,11,Credit Card,0,0,1,0,0,High,1,0,6,0
176.9,ATM Withdrawal,22,Mobile,Boston,4,112,12,Net Banking,0,1,0,1,0,Low,0,1,0,2
194.61,POS Payment,23,Desktop,Unknown,3,109,10,Debit Card,0,1,0,0,0,Low,4,0,8,1
2524.1,Bill Payment,14,Mobile,Chicago,3,79,11,Net Banking,0,0,1,0,0,High,2,1,1,2
2785.79,ATM Withdrawal,4,Tablet,Seattle,4,82,4,Unknown,0,1,0,0,0,High,0,2,7,4
4414.3,Bank Transfer,22,Desktop,San Francisco,1,85,6,UPI,0,1,0,0,0,High,1,0,6,3
3474.74,ATM Withdrawal,4,Mobile,New York,4,8,1,Debit Card,0,1,0,0,1,High,0,1,5,1
2355.58,Online Purchase,8,Mobile,Seattle,1,58,11,Net Banking,0,0,0,0,0,High,3,1,7,2
810.92,POS Payment,6,Mobile,Chicago,0,75,3,UPI,0,0,0,0,0,Medium,4,1,1,3
1952.36,ATM Withdrawal,0,Desktop,Boston,2,108,8,Credit Card,0,1,0,0,0,High,0,0,0,0
